# Roman WFI Filter Transmission Curve
# Filter Name: F158
# Number of zero-pad points: 3
# Written on 2025-04-18T15:03:13-05:00
# 
# Wave	Transmittivity
# (um)	    (fraction)
 1.447	     0.5703856
 1.448	     0.5704641
 1.449	     0.5705857
 1.450	     0.5707289
 1.451	     0.5708695
 1.452	     0.5709430
 1.453	     0.5709202
 1.454	     0.5709037
 1.455	     0.5709911
 1.456	     0.5711051
 1.457	     0.5711621
 1.458	     0.5712280
 1.459	     0.5713673
 1.460	     0.5715016
 1.461	     0.5715472
 1.462	     0.5715789
 1.463	     0.5716688
 1.464	     0.5717474
 1.465	     0.5717626
 1.466	     0.5717841
 1.467	     0.5719108
 1.468	     0.5720894
 1.469	     0.5722363
 1.470	     0.5723035
 1.471	     0.5722832
 1.472	     0.5722933
 1.473	     0.5724504
 1.474	     0.5726430
 1.475	     0.5727494
 1.476	     0.5728152
 1.477	     0.5729153
 1.478	     0.5730243
 1.479	     0.5731383
 1.480	     0.5732662
 1.481	     0.5734322
 1.482	     0.5735715
 1.483	     0.5736450
 1.484	     0.5737058
 1.485	     0.5738211
 1.486	     0.5739515
 1.487	     0.5740529
 1.488	     0.5741200
 1.489	     0.5741758
 1.490	     0.5742644
 1.491	     0.5744063
 1.492	     0.5745444
 1.493	     0.5746229
 1.494	     0.5747179
 1.495	     0.5749016
 1.496	     0.5750980
 1.497	     0.5752145
 1.498	     0.5752702
 1.499	     0.5752956
 1.500	     0.5753564
 1.501	     0.5754932
 1.502	     0.5756756
 1.503	     0.5758466
 1.504	     0.5759936
 1.505	     0.5761405
 1.506	     0.5762875
 1.507	     0.5764268
 1.508	     0.5765167
 1.509	     0.5765281
 1.510	     0.5765699
 1.511	     0.5767384
 1.512	     0.5769778
 1.513	     0.5771818
 1.514	     0.5773173
 1.515	     0.5773731
 1.516	     0.5773971
 1.517	     0.5774351
 1.518	     0.5775010
 1.519	     0.5775846
 1.520	     0.5776923
 1.521	     0.5778139
 1.522	     0.5779330
 1.523	     0.5780381
 1.524	     0.5781509
 1.525	     0.5782877
 1.526	     0.5784448
 1.527	     0.5785980
 1.528	     0.5787082
 1.529	     0.5787614
 1.530	     0.5788501
 1.531	     0.5790452
 1.532	     0.5792213
 1.533	     0.5792694
 1.534	     0.5792720
 1.535	     0.5793201
 1.536	     0.5793961
 1.537	     0.5794670
 1.538	     0.5795772
 1.539	     0.5797660
 1.540	     0.5799307
 1.541	     0.5799763
 1.542	     0.5799509
 1.543	     0.5799319
 1.544	     0.5799965
 1.545	     0.5802030
 1.546	     0.5804184
 1.547	     0.5805273
 1.548	     0.5805995
 1.549	     0.5807123
 1.550	     0.5808009
 1.551	     0.5807933
 1.552	     0.5807845
 1.553	     0.5808782
 1.554	     0.5810049
 1.555	     0.5810834
 1.556	     0.5810961
 1.557	     0.5810518
 1.558	     0.5810670
 1.559	     0.5812202
 1.560	     0.5813571
 1.561	     0.5813431
 1.562	     0.5813495
 1.563	     0.5815433
 1.564	     0.5817548
 1.565	     0.5818017
 1.566	     0.5817738
 1.567	     0.5817941
 1.568	     0.5819094
 1.569	     0.5821070
 1.570	     0.5822223
 1.571	     0.5821412
 1.572	     0.5820664
 1.573	     0.5822147
 1.574	     0.5824465
 1.575	     0.5825719
 1.576	     0.5825909
 1.577	     0.5825529
 1.578	     0.5825288
 1.579	     0.5825833
 1.580	     0.5826555
 1.581	     0.5826922
 1.582	     0.5827556
 1.583	     0.5828974
 1.584	     0.5830114
 1.585	     0.5830178
 1.586	     0.5830355
 1.587	     0.5832002
 1.588	     0.5834016
 1.589	     0.5835131
 1.590	     0.5835638
 1.591	     0.5835891
 1.592	     0.5836765
 1.593	     0.5838614
 1.594	     0.5840401
 1.595	     0.5841085
 1.596	     0.5841211
 1.597	     0.5841528
 1.598	     0.5842693
 1.599	     0.5844898
 1.600	     0.5847013
 1.601	     0.5848014
 1.602	     0.5848546
 1.603	     0.5849471
 1.604	     0.5850763
 1.605	     0.5852283
 1.606	     0.5854056
 1.607	     0.5855995
 1.608	     0.5857692
 1.609	     0.5858769
 1.610	     0.5859997
 1.611	     0.5862202
 1.612	     0.5864190
 1.613	     0.5864989
 1.614	     0.5865787
 1.615	     0.5867763
 1.616	     0.5870461
 1.617	     0.5873033
 1.618	     0.5875173
 1.619	     0.5876807
 1.620	     0.5878163
 1.621	     0.5879544
 1.622	     0.5881203
 1.623	     0.5883129
 1.624	     0.5884877
 1.625	     0.5885941
 1.626	     0.5887385
 1.627	     0.5889957
 1.628	     0.5892313
 1.629	     0.5893174
 1.630	     0.5893909
 1.631	     0.5895885
 1.632	     0.5898558
 1.633	     0.5901079
 1.634	     0.5903182
 1.635	     0.5904892
 1.636	     0.5906551
 1.637	     0.5908591
 1.638	     0.5910769
 1.639	     0.5912860
 1.640	     0.5914405
 1.641	     0.5915317
 1.642	     0.5916749
 1.643	     0.5919447
 1.644	     0.5922018
 1.645	     0.5923133
 1.646	     0.5923665
 1.647	     0.5924742
 1.648	     0.5926072
 1.649	     0.5927199
 1.650	     0.5928998
 1.651	     0.5932076
 1.652	     0.5934243
 1.653	     0.5933774
 1.654	     0.5933356
 1.655	     0.5935560
 1.656	     0.5938689
 1.657	     0.5940526
 1.658	     0.5941552
 1.659	     0.5942641
 1.660	     0.5944617
 1.661	     0.5947594
 1.662	     0.5949469
 1.663	     0.5948658
 1.664	     0.5947886
 1.665	     0.5949811
 1.666	     0.5952927
 1.667	     0.5955106
 1.668	     0.5955803
 1.669	     0.5955246
 1.670	     0.5955030
 1.671	     0.5956512
 1.672	     0.5958159
 1.673	     0.5958501
 1.674	     0.5958843
 1.675	     0.5960718
 1.676	     0.5962834
 1.677	     0.5964037
 1.678	     0.5965063
 1.679	     0.5967014
 1.680	     0.5969142
 1.681	     0.5970498
 1.682	     0.5971638
 1.683	     0.5973018
 1.684	     0.5974247
 1.685	     0.5974919
 1.686	     0.5975590
 1.687	     0.5976781
 1.688	     0.5978275
 1.689	     0.5979606
 1.690	     0.5980657
 1.691	     0.5981582
 1.692	     0.5983115
 1.693	     0.5985749
 1.694	     0.5987802
 1.695	     0.5988156
 1.696	     0.5988916
 1.697	     0.5991982
 1.698	     0.5994629
 1.699	     0.5994414
 1.700	     0.5994085
 1.701	     0.5996796
 1.702	     0.6000659
 1.703	     0.6003370
 1.704	     0.6004548
 1.705	     0.6004662
 1.706	     0.6005194
 1.707	     0.6007386
 1.708	     0.6009881
 1.709	     0.6011439
 1.710	     0.6012465
 1.711	     0.6013745
 1.712	     0.6015442
 1.713	     0.6017330
 1.714	     0.6018723
 1.715	     0.6019293
 1.716	     0.6020839
 1.717	     0.6024690
 1.718	     0.6028401
 1.719	     0.6029567
 1.720	     0.6029909
 1.721	     0.6031492
 1.722	     0.6033481
 1.723	     0.6034938
 1.724	     0.6036458
 1.725	     0.6038802
 1.726	     0.6040980
 1.727	     0.6041943
 1.728	     0.6042627
 1.729	     0.6043919
 1.730	     0.6045756
 1.731	     0.6047973
 1.732	     0.6050088
 1.733	     0.6051875
 1.734	     0.6053661
 1.735	     0.6055700
 1.736	     0.6057486
 1.737	     0.6058538
 1.738	     0.6058740
 1.739	     0.6058322
 1.740	     0.6058968
 1.741	     0.6061705
 1.742	     0.6064859
 1.743	     0.6066518
 1.744	     0.6067557
 1.745	     0.6069255
 1.746	     0.6070737
 1.747	     0.6071015
 1.748	     0.6070952
 1.749	     0.6071484
 1.750	     0.6072244
 1.751	     0.6072713
 1.752	     0.6073967
 1.753	     0.6076627
 1.754	     0.6079173
 1.755	     0.6079997
 1.756	     0.6079921
 1.757	     0.6080073
 1.758	     0.6080542
 1.759	     0.6081327
 1.760	     0.6082454
 1.761	     0.6083848
 1.762	     0.6084430
 1.763	     0.6083379
 1.764	     0.6081454
 1.765	     0.6079110
 1.766	     0.6074106
 1.767	     0.6063199
 1.768	     0.6043375
 1.769	     0.6010869
 1.770	     0.5960693
 1.771	     0.5886701
 1.772	     0.5781749
 1.773	     0.5638681
 1.774	     0.5451769
 1.775	     0.5216708
 1.776	     0.4930660
 1.777	     0.4594017
 1.778	     0.4211757
 1.779	     0.3791964
 1.780	     0.3344757
 1.781	     0.2883173
 1.782	     0.2422386
 1.783	     0.1978651
 1.784	     0.1567028
 1.785	     0.1200071
 1.786	     0.0886242
 1.787	     0.0629418
 1.788	     0.0428788
 1.789	     0.0279537
 1.790	     0.0173952
 1.791	     0.0103216
 1.792	     0.0058221
 1.793	     0.0031200
 1.794	     0.0015873
 1.795	     0.0007626
 1.796	     0.0003458
 1.797	     0.0001495
 1.798	     0.0000633
 1.799	     0.0000253
 1.800	     0.0000076
 1.801	     0.0000025
 1.802	     0.0000000
 1.803	     0.0000000
 1.804	     0.0000000
