# Roman WFI Filter Transmission Curve
# Filter Name: F184
# Number of zero-pad points: 3
# Written on 2025-04-18T15:03:13-05:00
# 
# Wave	Transmittivity
# (um)	    (fraction)
 1.791	     0.5498120
 1.792	     0.5497854
 1.793	     0.5497386
 1.794	     0.5497766
 1.795	     0.5499552
 1.796	     0.5501097
 1.797	     0.5500831
 1.798	     0.5500109
 1.799	     0.5500603
 1.800	     0.5502326
 1.801	     0.5504657
 1.802	     0.5506367
 1.803	     0.5506646
 1.804	     0.5506380
 1.805	     0.5506696
 1.806	     0.5507659
 1.807	     0.5509230
 1.808	     0.5510978
 1.809	     0.5512714
 1.810	     0.5513879
 1.811	     0.5514221
 1.812	     0.5514892
 1.813	     0.5516793
 1.814	     0.5519047
 1.815	     0.5520732
 1.816	     0.5521923
 1.817	     0.5522962
 1.818	     0.5522860
 1.819	     0.5521049
 1.820	     0.5519668
 1.821	     0.5520783
 1.822	     0.5523494
 1.823	     0.5526293
 1.824	     0.5529257
 1.825	     0.5532627
 1.826	     0.5535908
 1.827	     0.5538340
 1.828	     0.5539442
 1.829	     0.5539126
 1.830	     0.5539050
 1.831	     0.5540620
 1.832	     0.5542280
 1.833	     0.5542394
 1.834	     0.5542356
 1.835	     0.5543762
 1.836	     0.5546308
 1.837	     0.5549044
 1.838	     0.5551578
 1.839	     0.5553668
 1.840	     0.5555087
 1.841	     0.5555708
 1.842	     0.5555708
 1.843	     0.5555264
 1.844	     0.5555036
 1.845	     0.5555720
 1.846	     0.5556835
 1.847	     0.5558013
 1.848	     0.5559571
 1.849	     0.5561560
 1.850	     0.5562485
 1.851	     0.5561205
 1.852	     0.5560167
 1.853	     0.5561370
 1.854	     0.5562966
 1.855	     0.5563004
 1.856	     0.5562586
 1.857	     0.5563283
 1.858	     0.5564575
 1.859	     0.5565702
 1.860	     0.5566716
 1.861	     0.5567767
 1.862	     0.5568717
 1.863	     0.5569047
 1.864	     0.5567780
 1.865	     0.5564423
 1.866	     0.5561585
 1.867	     0.5561585
 1.868	     0.5562675
 1.869	     0.5562675
 1.870	     0.5561674
 1.871	     0.5560407
 1.872	     0.5561104
 1.873	     0.5564980
 1.874	     0.5568312
 1.875	     0.5567704
 1.876	     0.5566158
 1.877	     0.5566994
 1.878	     0.5568109
 1.879	     0.5567096
 1.880	     0.5565766
 1.881	     0.5566260
 1.882	     0.5567020
 1.883	     0.5566374
 1.884	     0.5565411
 1.885	     0.5565500
 1.886	     0.5565943
 1.887	     0.5565664
 1.888	     0.5565031
 1.889	     0.5564562
 1.890	     0.5565196
 1.891	     0.5567058
 1.892	     0.5567260
 1.893	     0.5563524
 1.894	     0.5559432
 1.895	     0.5558596
 1.896	     0.5558621
 1.897	     0.5556822
 1.898	     0.5555530
 1.899	     0.5557190
 1.900	     0.5559432
 1.901	     0.5559635
 1.902	     0.5559153
 1.903	     0.5559635
 1.904	     0.5560737
 1.905	     0.5561535
 1.906	     0.5560965
 1.907	     0.5558532
 1.908	     0.5555847
 1.909	     0.5554618
 1.910	     0.5554922
 1.911	     0.5556278
 1.912	     0.5557418
 1.913	     0.5557418
 1.914	     0.5557088
 1.915	     0.5557190
 1.916	     0.5556810
 1.917	     0.5554872
 1.918	     0.5551755
 1.919	     0.5548563
 1.920	     0.5548145
 1.921	     0.5552439
 1.922	     0.5556962
 1.923	     0.5557342
 1.924	     0.5555695
 1.925	     0.5554618
 1.926	     0.5552769
 1.927	     0.5548930
 1.928	     0.5546574
 1.929	     0.5548867
 1.930	     0.5552781
 1.931	     0.5554491
 1.932	     0.5553440
 1.933	     0.5550400
 1.934	     0.5547993
 1.935	     0.5548107
 1.936	     0.5549070
 1.937	     0.5548867
 1.938	     0.5548284
 1.939	     0.5548626
 1.940	     0.5550096
 1.941	     0.5552427
 1.942	     0.5553744
 1.943	     0.5552363
 1.944	     0.5549602
 1.945	     0.5547271
 1.946	     0.5546410
 1.947	     0.5547334
 1.948	     0.5548120
 1.949	     0.5547132
 1.950	     0.5546536
 1.951	     0.5548525
 1.952	     0.5551021
 1.953	     0.5551895
 1.954	     0.5551971
 1.955	     0.5552591
 1.956	     0.5553820
 1.957	     0.5555353
 1.958	     0.5555568
 1.959	     0.5553617
 1.960	     0.5552743
 1.961	     0.5555606
 1.962	     0.5558482
 1.963	     0.5557608
 1.964	     0.5555784
 1.965	     0.5556316
 1.966	     0.5558203
 1.967	     0.5559863
 1.968	     0.5561167
 1.969	     0.5562231
 1.970	     0.5562409
 1.971	     0.5561509
 1.972	     0.5561066
 1.973	     0.5562333
 1.974	     0.5563181
 1.975	     0.5561560
 1.976	     0.5559470
 1.977	     0.5559191
 1.978	     0.5559647
 1.979	     0.5559217
 1.980	     0.5557240
 1.981	     0.5552984
 1.982	     0.5546333
 1.983	     0.5536301
 1.984	     0.5520884
 1.985	     0.5497766
 1.986	     0.5465932
 1.987	     0.5424053
 1.988	     0.5368568
 1.989	     0.5295691
 1.990	     0.5203116
 1.991	     0.5088828
 1.992	     0.4950206
 1.993	     0.4785286
 1.994	     0.4592813
 1.995	     0.4372738
 1.996	     0.4124692
 1.997	     0.3850754
 1.998	     0.3556852
 1.999	     0.3249142
 2.000	     0.2930664
 2.001	     0.2605751
 2.002	     0.2282257
 2.003	     0.1967909
 2.004	     0.1668901
 2.005	     0.1390833
 2.006	     0.1137695
 2.007	     0.0912452
 2.008	     0.0717192
 2.009	     0.0552031
 2.010	     0.0415841
 2.011	     0.0306304
 2.012	     0.0220379
 2.013	     0.0154748
 2.014	     0.0106003
 2.015	     0.0070812
 2.016	     0.0046161
 2.017	     0.0029300
 2.018	     0.0018115
 2.019	     0.0010882
 2.020	     0.0006372
 2.021	     0.0003661
 2.022	     0.0002014
 2.023	     0.0001077
 2.024	     0.0000557
 2.025	     0.0000291
 2.026	     0.0000139
 2.027	     0.0000051
 2.028	     0.0000025
 2.029	     0.0000000
 2.030	     0.0000000
 2.031	     0.0000000
